tic,SP_ENTITY_NAME,SP_ENTITY_ID,SP_BUSINESS_DESCRIPTION,SP_LONG_BUSINESS_DESCRIPTION,SP_TOPICTAG,SP_TICKER,SP_EXCHANGE_TICKER,SP_COMPANY_NAME,_merge,YH_BUS_DESC,SA_BUS_DESC
RAIL,"FreightCar America, Inc. (NASDAQGS:RAIL)",4103251.0,"FreightCar America, Inc., through its subsidiaries, engages in design, manufacture, and sale of rail","FreightCar America, Inc., with its subsidiaries, operates as a diversified manufacturer of railcars ",Fleet Management; Freight Service,RAIL,NASDAQGS:RAIL,"FreightCar America, Inc.",both,"FreightCar America, Inc., through its subsidiaries, engages in design, manufacture, and sale of rail","FreightCar America, Inc., through its subsidiaries, engages in design, manufacture, and sale of rail"
ZEUS,"Olympic Steel, Inc. (NASDAQGS:ZEUS)",4007800.0,"Olympic Steel, Inc. processes, distributes, and stores metal products primarily in the United States","Olympic Steel, Inc. operates as a metals service center focused on the direct sale and value-added p",Courier Service,ZEUS,NASDAQGS:ZEUS,"Olympic Steel, Inc.",both,"Olympic Steel, Inc. processes, distributes, and stores metal products primarily in the United States","Olympic Steel, Inc. processes, distributes, and stores metal products primarily in the United States"
IPG,"The Interpublic Group of Companies, Inc. (NYSE:IPG)",4021612.0,"The Interpublic Group of Companies, Inc. provides advertising and marketing services worldwide. It o","The Interpublic Group of Companies, Inc. provides marketing, communications and business transformat",Ad Network; Marketing Automation; Social Media Advertising; Customer Analytics; Ad Targeting; Brand Marketing; Content Creation,IPG,NYSE:IPG,"The Interpublic Group of Companies, Inc.",both,"The Interpublic Group of Companies, Inc. provides advertising and marketing services worldwide. It o","The Interpublic Group of Companies, Inc. provides advertising and marketing services worldwide. It o"
ED,"Consolidated Edison, Inc. (NYSE:ED)",4057041.0,"Consolidated Edison, Inc., through its subsidiaries, engages in the regulated electric, gas, and ste","Consolidated Edison, Inc. (Con Edison), through its subsidiaries, engages in the regulated electric,",Clean Energy; Energy Efficiency; Energy Management; Energy Storage; CleanTech; Smart Energy; Power Grid; Utility Scale Solar,ED,NYSE:ED,"Consolidated Edison, Inc.",both,"Consolidated Edison, Inc., through its subsidiaries, engages in the regulated electric, gas, and ste","Consolidated Edison, Inc., through its subsidiaries, engages in the regulated electric, gas, and ste"
PIPR,Piper Sandler Companies (NYSE:PIPR),102767.0,Piper Sandler Companies operates as an investment bank and institutional securities firm that serves,"Piper Sandler Companies operates as an investment bank and institutional securities company.

The co",,PIPR,NYSE:PIPR,Piper Sandler Companies,both,Piper Sandler Companies operates as an investment bank and institutional securities firm that serves,Piper Sandler Companies operates as an investment bank and institutional securities firm that serves
FMC,FMC Corporation (NYSE:FMC),4060057.0,"FMC Corporation, an agricultural sciences company, provides crop protection, plant health, and profe","FMC Corporation (FMC) operates as a global agricultural sciences company.

The company is dedicated ",Farming; Horticulture; AgriTech,FMC,NYSE:FMC,FMC Corporation,both,"FMC Corporation, an agricultural sciences company, provides crop protection, plant health, and profe","FMC Corporation, an agricultural sciences company, provides crop protection, plant health, and profe"
ENOV,Enovis Corporation (NYSE:ENOV),4991835.0,Enovis Corporation operates as a medical technology company focus on developing clinically different,"Enovis Corporation (Enovis) operates as a medical technology company.

The company is focused on dev",Orthopaedics; Pain Management; Surgery,ENOV,NYSE:ENOV,Enovis Corporation,both,Enovis Corporation operates as a medical technology company focus on developing clinically different,Enovis Corporation operates as a medical technology company focus on developing clinically different
AMZN,"Amazon.com, Inc. (NASDAQGS:AMZN)",3001792.0,"Amazon.com, Inc. engages in the retail sale of consumer products, advertising, and subscriptions ser","Amazon.com, Inc. engages in the sale of a range of products and services to customers.

The company ",Fintech; Machine Learning; Cloud Data Services; Cloud Infrastructure; Cloud Storage; Artificial Intelligence; Online Payments; GenAI; Utility Scale Solar; Onshore and Offshore Wind,AMZN,NASDAQGS:AMZN,"Amazon.com, Inc.",both,"Amazon.com, Inc. engages in the retail sale of consumer products, advertising, and subscriptions ser","Amazon.com, Inc. engages in the retail sale of consumer products, advertising, and subscriptions ser"
EFX,Equifax Inc. (NYSE:EFX),4040823.0,"Equifax Inc. operates as a data, analytics, and technology company. The company operates through thr","Equifax Inc. (Equifax) is a global data, analytics and technology company.

The company provides inf",Online Analysis and Reference; Anti-Fraud; Consumer Lending; Authentication; Identity Theft Prevention; Text Analytics; Data Protection,EFX,NYSE:EFX,Equifax Inc.,both,"Equifax Inc. operates as a data, analytics, and technology company. The company operates through thr","Equifax Inc. operates as a data, analytics, and technology company. The company operates through thr"
TSLA,"Tesla, Inc. (NASDAQGS:TSLA)",4574287.0,"Tesla, Inc. designs, develops, manufactures, leases, and sells electric vehicles, and energy generat","Tesla, Inc. designs, develops, manufactures, sells and leases high-performance fully electric vehicl",Energy Management; Energy Storage; Fleet Management; Industrial Automation; Electric Vehicle; Autonomous Vehicles; Utility Scale Solar; Battery Energy Storage System (BESS); Electric Vehicle Charging Infrastructure,TSLA,NASDAQGS:TSLA,"Tesla, Inc.",both,"Tesla, Inc. designs, develops, manufactures, leases, and sells electric vehicles, and energy generat","Tesla, Inc. designs, develops, manufactures, leases, and sells electric vehicles, and energy generat"
FAF,First American Financial Corporation (NYSE:FAF),103412.0,"First American Financial Corporation, through its subsidiaries, provides financial services. It oper","First American Financial Corporation, through its subsidiaries, provides title insurance, settlement",Anti-Fraud; RegTech,FAF,NYSE:FAF,First American Financial Corporation,both,"First American Financial Corporation, through its subsidiaries, provides financial services. It oper","First American Financial Corporation, through its subsidiaries, provides financial services. It oper"
CVBF,CVB Financial Corp. (NASDAQGS:CVBF),100224.0,"CVB Financial Corp. operates as a bank holding company for Citizens Business Bank, a state-chartered",CVB Financial Corp. operates as the bank holding company for Citizens Business Bank that provides va,Consumer Lending,CVBF,NASDAQGS:CVBF,CVB Financial Corp.,both,"CVB Financial Corp. operates as a bank holding company for Citizens Business Bank, a state-chartered","CVB Financial Corp. operates as a bank holding company for Citizens Business Bank, a state-chartered"
FYBR,"Frontier Communications Parent, Inc. (NASDAQGS:FYBR)",4057107.0,"Frontier Communications Parent, Inc., together with its subsidiaries, provides communication and tec","Frontier Communications Parent, Inc. (Frontier), together with its subsidiaries, provides communicat",Network Backbone; VoIP; Enterprise Voip and Telephony; Edge Computing; Streaming Media; Network Security; 5G,FYBR,NASDAQGS:FYBR,"Frontier Communications Parent, Inc.",both,"Frontier Communications Parent, Inc., together with its subsidiaries, provides communication and tec","Frontier Communications Parent, Inc., together with its subsidiaries, provides communication and tec"
SCL,Stepan Company (NYSE:SCL),4851539.0,"Stepan Company, together with its subsidiaries, produces and sells specialty and intermediate chemic","Stepan Company and its subsidiaries produce specialty and intermediate chemicals, which are sold to ",,SCL,NYSE:SCL,Stepan Company,both,"Stepan Company, together with its subsidiaries, produces and sells specialty and intermediate chemic","Stepan Company, together with its subsidiaries, produces and sells specialty and intermediate chemic"
POLY,"Plantronics, Inc. (NYSE:POLY)",4611682.0,"Plantronics, Inc., together with its subsidiaries, designs, manufactures, markets, and sells integra","Plantronics, Inc. operates as a leading global communications technology company that designs, manuf",Cloud Management; IaaS (Infrastructure as a Service); Video Chat; Data Centers and Facilities; Team Collaboration; Web Conferencing,POLY,NYSE:POLY,"Plantronics, Inc.",both,nan,nan
MESA,"Mesa Air Group, Inc. (NASDAQCM:MESA)",6617541.0,"Mesa Air Group, Inc. operates as the holding company for Mesa Airlines, Inc. that provides regional ","Mesa Air Group, Inc. (Mesa), a regional air carrier, provides scheduled passenger service to 86 citi",Freight Service; Passenger Aircraft Manufacturing,MESA,NASDAQCM:MESA,"Mesa Air Group, Inc.",both,"Mesa Air Group, Inc. operates as the holding company for Mesa Airlines, Inc. that provides regional ","Mesa Air Group, Inc. operates as the holding company for Mesa Airlines, Inc. that provides regional "
SWN,Southwestern Energy Company (NYSE:SWN),4011062.0,"As of October 1, 2024, Southwestern Energy Company was acquired by Chesapeake Energy Corporation. So",Southwestern Energy Company operates as an independent energy company. The company engages in develo,Marine Transportation,SWN,NYSE:SWN,Southwestern Energy Company,both,nan,nan
PCRX,"Pacira BioSciences, Inc. (NASDAQGS:PCRX)",4535148.0,"Pacira BioSciences, Inc. engages in the development, manufacture, marketing, distribution, and sale ","Pacira BioSciences, Inc. engages in the development, manufacture, marketing, distribution and sale o",Diabetes; Cardiovascular; Chronic Diseases; Neurology; Orthopaedics; Pain Management; Surgery,PCRX,NASDAQGS:PCRX,"Pacira BioSciences, Inc.",both,"Pacira BioSciences, Inc. engages in the development, manufacture, marketing, distribution, and sale ","Pacira BioSciences, Inc. engages in the development, manufacture, marketing, distribution, and sale "
AMP,"Ameriprise Financial, Inc. (NYSE:AMP)",113901.0,"Ameriprise Financial, Inc., together with its subsidiaries, provides various financial products and ","Ameriprise Financial, Inc. (Ameriprise), through its subsidiaries, operates as a financial services ",,AMP,NYSE:AMP,"Ameriprise Financial, Inc.",both,"Ameriprise Financial, Inc., together with its subsidiaries, provides various financial products and ","Ameriprise Financial, Inc., together with its subsidiaries, provides various financial products and "
SSD,"Simpson Manufacturing Co., Inc. (NYSE:SSD)",4014951.0,"Simpson Manufacturing Co., Inc., through its subsidiaries, designs, engineers, manufactures, and sel","Simpson Manufacturing Co., Inc., through its subsidiaries, designs, engineers, manufactures, and sel",Software Development; Process Automation; 3D Printing,SSD,NYSE:SSD,"Simpson Manufacturing Co., Inc.",both,"Simpson Manufacturing Co., Inc., through its subsidiaries, designs, engineers, manufactures, and sel","Simpson Manufacturing Co., Inc., through its subsidiaries, designs, engineers, manufactures, and sel"
MGI,"MoneyGram International, Inc. (NASDAQGS:MGI)",4091604.0,"MoneyGram International, Inc., together with its subsidiaries, provides cross-border peer-to-peer pa","MoneyGram International, Inc. (MoneyGram), together with its subsidiaries, provides cross-border pee",Fintech,MGI,NASDAQGS:MGI,"MoneyGram International, Inc.",both,nan,nan
DISH,DISH Network Corporation (NASDAQGS:DISH),4092819.0,"DISH Network Corporation, together with its subsidiaries, provides pay-TV services in the United Sta","DISH Network Corporation, through its subsidiaries, provides pay-TV and wireless services.

Segments",Streaming Media,DISH,NASDAQGS:DISH,DISH Network Corporation,both,nan,nan
